finishing_position;horse_number;horse_name;horse_id;jockey;trainer;actual_weight;declared_horse_weight;draw;running_position_1;running_position_2;running_position_3;finish_time;finish_time_seconds;race_id;father;mother;gfather
5;4;CALIFORNIA DANE;H_FATH_045;L. Dettori;John Gosden;126;1097;8;5;3;2;1.54;118;2006-229;SADLER'S WELLS;DAM OF CALIFORNIA DANE;BOLD RULER
1;1;CALIFORNIA WHIP;A114;N Callan;A S Cruz;133;1130;1;2;2;1;1.08.45;68,045;2016-351;GIANT'S CAUSEWAY;CANTERBURY LACE;DANEHILL
7;6;CALIFORNIA WHIP;A114;N Callan;A S Cruz;127;1133;8;3;3;7;1.08.98;68,098;2016-461;GIANT'S CAUSEWAY;CANTERBURY LACE;DANEHILL
1;5;CALL ME HANDSOME;V331;Z Purton;D J Hall;126;1074;8;10;7;1;0.56.58;56,058;2015-706;TWO STEP SALSA;HELLO AGAIN;YANKEE GENTLEMAN
3;1;CALL ME HANDSOME;V331;Z Purton;D J Hall;133;1074;11;2;2;3;1.09.65;69,065;2015-754;TWO STEP SALSA;HELLO AGAIN;YANKEE GENTLEMAN
8;5;CANNY LAD;H_GFATH_130;Legacy Jockey;Legacy Trainer;128;1176;9;3;1;5;2.04;134;2003-752;NEARCO;DAM OF CANNY LAD;HYPERION
1;7;CANTERBURY LACE;H_MOTH_130;J. Doyle;W. Haggas;121;1084;7;4;4;1;1.55;112;2007-576;DANEHILL;DAM OF CANTERBURY LACE;MR. PROSPECTOR
5;4;CAPE BLANCO;H_FATH_125;R. Moore;John Gosden;126;1098;4;1;2;2;1.41;100;2010-254;SADLER'S WELLS;DAM OF CAPE BLANCO;BOLD RULER
4;5;CAPE CROSS;H_GFATH_121;Legacy Jockey;Legacy Trainer;128;1148;1;2;7;6;2.07;132;2000-995;NATIVE DANCER;DAM OF CAPE CROSS;NASRULLAH
4;11;CAPE DOLLAR;H_MOTH_162;O. Murphy;Sir Michael Stoute;121;1065;4;6;5;2;1.47;104;2012-451;CAPE CROSS;CAPE TALKS;CAPE CROSS
1;3;CAPTAIN SONADOR;H_FATH_034;C. Soumillon;John Gosden;126;1132;4;3;2;3;1.38;107;2009-109;NORTHERN DANCER;DAM OF CAPTAIN SONADOR;NEARCO
3;6;CARALOWE;H_MOTH_145;O. Murphy;M. Johnston;121;1061;6;4;3;2;1.37;101;2009-370;HENNESSY;DAM OF CARALOWE;SECRETARIAT
5;1;CARLANDA;H_MOTH_108;O. Murphy;Sir Michael Stoute;121;1082;3;2;4;4;1.48;116;2010-552;LANDO;DAM OF CARLANDA;MR. PROSPECTOR
3;11;CARNEBELLE;H_MOTH_050;O. Murphy;M. Johnston;121;1050;1;6;1;4;1.44;100;2007-508;CARNEGIE;DAM OF CARNEBELLE;MR. PROSPECTOR
5;11;CARNEGIE;H_GFATH_044;Legacy Jockey;Legacy Trainer;128;1118;5;6;1;5;2.17;124;2004-664;NEARCO;DAM OF CARNEGIE;HYPERION
4;7;CASINO PRINCE;H_FATH_085;C. Soumillon;C. Appleby;126;1099;8;1;2;3;1.53;105;2009-125;SADLER'S WELLS;DAM OF CASINO PRINCE;BOLD RULER
1;7;CASTLEDALE;H_FATH_078;C. Soumillon;A. P. O'Brien;126;1149;8;4;1;1;1.51;106;2008-259;NORTHERN DANCER;DAM OF CASTLEDALE;NEARCO
5;8;CASUAL LOOK;H_MOTH_155;O. Murphy;M. Johnston;121;1084;6;4;3;2;1.35;105;2010-413;RED RANSOM;DAM OF CASUAL LOOK;SECRETARIAT
6;7;CASUARINA;H_MOTH_132;J. Doyle;Sir Michael Stoute;121;1027;4;1;4;1;1.49;114;2009-329;MENIFEE;CARIBANA;HERNANDO
11;5;CATCHMEIFYOUCAN;A026;R Moore;W Y So;125;1135;6;9;10;11;0.58.73;58,073;2016-244;TOUCH OF LAND;IRISH HONEY;PRIMARY
8;6;CATCHMEIFYOUCAN;A026;C Schofield;W Y So;125;1129;11;3;3;8;1.10.57;70,057;2016-589;TOUCH OF LAND;IRISH HONEY;PRIMARY
12;4;CATCHMEIFYOUCAN;A026;D Whyte;W Y So;125;1134;6;8;9;12;1.10.66;70,066;2016-195;TOUCH OF LAND;IRISH HONEY;PRIMARY
7;4;CELEBRATION;A085;K Teetan;D E Ferraris;126;1049;4;10;12;7;0.57.28;57,028;2016-553;EQUIANO;BOLD BIDDER;INDESATCHEL
9;6;CELEBRATION;A085;K Teetan;D E Ferraris;125;1042;14;13;12;9;1.10.40;70,04;2016-608;EQUIANO;BOLD BIDDER;INDESATCHEL
2;12;CELESTE;H_MOTH_047;O. Murphy;M. Johnston;121;1052;12;2;1;3;1.44;113;2009-399;MUHTATHIR;DAM OF CELESTE;SECRETARIAT
5;4;CELESTIAL DANCER;H_GFATH_108;Legacy Jockey;Legacy Trainer;128;1131;12;5;4;6;2.04;124;2004-870;NEARCO;DAM OF CELESTIAL DANCER;HYPERION
3;2;CENTAINE;H_GFATH_118;Legacy Jockey;Legacy Trainer;128;1136;5;3;6;4;2.00;127;1998-647;NEARCO;DAM OF CENTAINE;HYPERION
3;2;CHAMPS ELYSEES;H_FATH_132;R. Moore;A. P. O'Brien;126;1129;5;3;2;2;1.37;113;2011-269;NORTHERN DANCER;DAM OF CHAMPS ELYSEES;NEARCO
3;7;CHAPARRAL STAR;A220;W M Lai;C W Chang;120;1055;2;5;3;3;0.58.65;58,065;2016-733;HIGH CHAPARRAL;SUTOLOGY;STRAUSSBROOK
2;3;CHARANGAS;H_MOTH_102;J. Doyle;M. Johnston;121;1075;7;1;5;2;1.49;113;2012-520;FLYING SPUR;DAM OF CHARANGAS;MR. PROSPECTOR
5;11;CHARMED LADY;H_MOTH_048;O. Murphy;W. Haggas;121;1085;6;1;4;1;1.40;99;2008-545;JUGAH;DAM OF CHARMED LADY;MR. PROSPECTOR
4;9;CHECK IN TIME;H_MOTH_030;O. Murphy;M. Johnston;121;1055;10;6;5;1;1.39;98;2007-502;BLEVIC;DAM OF CHECK IN TIME;MR. PROSPECTOR
3;9;CHEER GIRL;H_MOTH_129;J. Doyle;Sir Michael Stoute;121;1080;2;1;5;1;1.35;103;2010-411;CELESTIAL DANCER;DAM OF CHEER GIRL;SECRETARIAT
9;10;CHIU CHOW KID;T412;M L Yeung;T P Yung;118;1152;4;11;10;9;0.58.07;58,007;2016-331;BERTOLINI;STARBECK;SPECTRUM
5;11;CHIU CHOW KID;T412;O Doleuze;T P Yung;123;1125;13;14;13;5;1.10.86;70,086;2016-290;BERTOLINI;STARBECK;SPECTRUM
5;6;CHOISIR;H_FATH_039;C. Soumillon;A. P. O'Brien;126;1118;9;3;4;2;1.47;117;2008-175;SADLER'S WELLS;DAM OF CHOISIR;BOLD RULER
7;7;CHUNG WAH SPIRIT;A168;Z Purton;C H Yip;125;1102;1;9;8;7;1.09.85;69,085;2016-576;DASH FOR CASH;LETTER FROM FRANCE;EXCEED AND EXCEL
7;8;CHUNG WAH SPIRIT;A168;Z Purton;C H Yip;123;1118;12;11;11;7;1.09.92;69,092;2016-427;DASH FOR CASH;LETTER FROM FRANCE;EXCEED AND EXCEL
1;6;CHURCHILL DOWNS;H_FATH_111;R. Moore;John Gosden;126;1112;6;2;4;1;1.37;97;2011-123;SADLER'S WELLS;DAM OF CHURCHILL DOWNS;BOLD RULER
2;3;CITY LEGEND;A086;K Teetan;T P Yung;126;1032;7;11;10;2;0.58.22;58,022;2016-352;RED GIANT;SHOW EXHIBIT;DANEHILL
3;4;CITY LEGEND;A086;K C Leung;T P Yung;125;1007;10;12;10;3;1.10.30;70,03;2016-449;RED GIANT;SHOW EXHIBIT;DANEHILL
1;10;CLAIOMH SOLAIS;H_MOTH_194;J. Doyle;M. Johnston;121;1044;6;6;2;4;1.56;106;2012-560;GALILEO;DAM OF CLAIOMH SOLAIS;MR. PROSPECTOR
6;3;CLASS WILL TELL;H_MOTH_120;J. Doyle;W. Haggas;121;1040;5;1;3;3;1.37;106;2008-385;BERNARDINI;DAM OF CLASS WILL TELL;MR. PROSPECTOR
11;10;CLASSIER;V241;K C Leung;P F Yiu;116;1104;8;7;9;11;0.58.80;58,08;2016-519;EMPIRE MAKER;CLASS WILL TELL;BERNARDINI
9;11;CLASSIER;V241;K C Leung;P F Yiu;114;1097;10;8;9;9;1.10.77;70,077;2016-556;EMPIRE MAKER;CLASS WILL TELL;BERNARDINI
1;4;CLASSY FASHION;H_MOTH_159;J. Doyle;Sir Michael Stoute;121;1022;9;4;1;3;1.54;101;2007-367;FUSAICHI PEGASUS;DAM OF CLASSY FASHION;SECRETARIAT
7;7;CLOUDINGS;H_GFATH_005;Legacy Jockey;Legacy Trainer;128;1158;5;7;6;4;2.13;140;1999-686;NATIVE DANCER;DAM OF CLOUDINGS;NASRULLAH
3;4;CLOUDY PEARL;H_MOTH_005;W. Buick;Sir Michael Stoute;121;1025;6;3;5;4;1.52;110;2007-430;CLOUDINGS;DAM OF CLOUDY PEARL;SECRETARIAT
3;6;COLOMBIA;H_GFATH_126;Legacy Jockey;Legacy Trainer;128;1111;4;3;4;1;2.19;130;2005-989;NEARCO;DAM OF COLOMBIA;HYPERION
2;5;COMMANDS;H_GFATH_002;Legacy Jockey;Legacy Trainer;128;1129;8;5;3;4;2.01;123;1999-690;SADLER'S WELLS;DAM OF COMMANDS;BOLD RULER
3;2;COMMANDS;H_FATH_027;L. Dettori;John Gosden;126;1092;2;5;2;3;1.43;99;2009-189;SADLER'S WELLS;DAM OF COMMANDS;BOLD RULER
6;7;COMPASSION STAR;A121;Z Purton;C H Yip;125;1049;9;8;10;6;0.57.76;57,076;2016-444;BULLBARS;TRICILO;SANDTRAP
6;9;COMPASSION STAR;A121;M L Yeung;C H Yip;122;1054;7;5;7;6;1.10.20;70,02;2016-608;BULLBARS;TRICILO;SANDTRAP
5;5;COMPASSION STAR;A121;M L Yeung;C H Yip;124;1060;8;5;5;5;1.10.41;70,041;2016-522;BULLBARS;TRICILO;SANDTRAP
6;1;CONGRATS;H_GFATH_070;Legacy Jockey;Legacy Trainer;128;1167;7;4;7;4;2.12;131;2004-902;NEARCO;DAM OF CONGRATS;HYPERION
10;4;CORRE RAPIDO;A053;Z Purton;C H Yip;127;1113;12;3;4;10;0.58.27;58,027;2016-391;IFFRAAJ;CHARANGAS;FLYING SPUR
8;8;CORRE RAPIDO;A053;C Murray;C H Yip;124;1088;7;10;12;8;1.10.82;70,082;2016-717;IFFRAAJ;CHARANGAS;FLYING SPUR
9;6;CORRE RAPIDO;A053;N Rawiller;C H Yip;126;1096;1;7;6;9;1.10.84;70,084;2016-537;IFFRAAJ;CHARANGAS;FLYING SPUR
2;7;COUNTY MAYO;H_MOTH_150;O. Murphy;M. Johnston;121;1030;10;5;3;1;1.35;97;2008-402;GRAND SLAM;DAM OF COUNTY MAYO;MR. PROSPECTOR
5;8;COURT COMMAND;H_FATH_046;L. Dettori;C. Appleby;126;1140;8;3;2;3;1.43;119;2009-299;NORTHERN DANCER;DAM OF COURT COMMAND;NEARCO
3;3;CRESTED WAVE;H_GFATH_046;Legacy Jockey;Legacy Trainer;128;1128;10;5;2;1;2.05;138;2000-628;NEARCO;DAM OF CRESTED WAVE;HYPERION
10;4;CROWN AVENUE;V378;C Y Ho;C H Yip;128;1134;9;12;12;10;0.58.55;58,055;2016-474;HARD SPUN;ROYAL TOUR;QUEST FOR FAME
12;5;CROWN AVENUE;V378;T H So;C H Yip;125;1136;9;11;12;12;0.59.08;59,008;2016-510;HARD SPUN;ROYAL TOUR;QUEST FOR FAME
13;14;CROWN AVENUE;V378;T H So;C H Yip;111;1133;5;12;12;13;1.10.59;70,059;2016-427;HARD SPUN;ROYAL TOUR;QUEST FOR FAME
10;5;CURLING LUXURY;A083;T H So;Y S Tsui;121;981;12;10;10;10;1.10.60;70,06;2016-233;O'REILLY;FORMER GLORY;DYNAFORMER
10;7;CURLING LUXURY;A083;T H So;Y S Tsui;121;1002;9;9;9;10;1.10.96;70,096;2016-348;O'REILLY;FORMER GLORY;DYNAFORMER
2;5;D B PIN;V344;Z Purton;J Size;127;1116;14;3;3;2;0.55.86;55,086;2015-725;DARCI BRAHMA;PINS 'N' NEEDLES;PINS
1;4;D B PIN;V344;Z Purton;J Size;130;1128;6;2;2;1;0.56.71;56,071;2016-440;DARCI BRAHMA;PINS 'N' NEEDLES;PINS
1;14;D B PIN;V344;K Teetan;J Size;116;1153;12;5;1;1;0.56.80;56,08;2016-236;DARCI BRAHMA;PINS 'N' NEEDLES;PINS
1;4;D B PIN;V344;Z Purton;J Size;129;1146;6;7;8;1;0.57.48;57,048;2016-187;DARCI BRAHMA;PINS 'N' NEEDLES;PINS
1;6;D B PIN;V344;Z Purton;J Size;125;1126;5;4;4;1;0.57.68;57,068;2016-293;DARCI BRAHMA;PINS 'N' NEEDLES;PINS
1;1;D B PIN;V344;Z Purton;J Size;133;1120;1;4;3;1;1.07.59;67,059;2016-551;DARCI BRAHMA;PINS 'N' NEEDLES;PINS
2;7;D B PIN;V344;S de Sousa;J Size;115;1116;4;7;6;2;1.09.39;69,039;2016-686;DARCI BRAHMA;PINS 'N' NEEDLES;PINS
2;7;D B PIN;V344;Z Purton;J Size;128;1142;1;1;1;2;1.09.42;69,042;2016-359;DARCI BRAHMA;PINS 'N' NEEDLES;PINS
2;6;D B PIN;V344;Z Purton;J Size;130;1107;5;2;2;2;1.09.67;69,067;2015-777;DARCI BRAHMA;PINS 'N' NEEDLES;PINS
6;4;DA VINCI;S360;Z Purton;C Fownes;122;1259;12;8;7;6;0.56.80;56,08;2014-755;GOLDEN HORN;WHAT A PICTURE;PEINTRE CELEBRE
9;10;DA VINCI;S360;C K Tong;C Fownes;117;1271;1;13;12;9;0.57.81;57,081;2015-231;GOLDEN HORN;WHAT A PICTURE;PEINTRE CELEBRE
3;10;DA VINCI;S360;J Moreira;C Fownes;119;1290;8;2;2;3;0.58.26;58,026;2015-342;GOLDEN HORN;WHAT A PICTURE;PEINTRE CELEBRE
6;8;DA VINCI;S360;H N Wong;C S Shum;113;1286;10;2;2;6;1.08.96;68,096;2015-627;GOLDEN HORN;WHAT A PICTURE;PEINTRE CELEBRE
2;7;DA VINCI;S360;O Doleuze;C Fownes;123;1256;9;4;4;2;1.09.08;69,008;2014-054;GOLDEN HORN;WHAT A PICTURE;PEINTRE CELEBRE
6;4;DA VINCI;S360;O Doleuze;C Fownes;125;1248;4;7;6;6;1.09.70;69,07;2014-362;GOLDEN HORN;WHAT A PICTURE;PEINTRE CELEBRE
5;10;DA VINCI;S360;K Teetan;C Fownes;122;1273;9;10;10;5;1.09.85;69,085;2015-101;GOLDEN HORN;WHAT A PICTURE;PEINTRE CELEBRE
5;6;DA VINCI;S360;C Y Ho;C Fownes;122;1261;1;6;6;5;1.09.94;69,094;2014-539;GOLDEN HORN;WHAT A PICTURE;PEINTRE CELEBRE
3;6;DA VINCI;S360;O Doleuze;C Fownes;122;1262;1;3;3;3;1.09.96;69,096;2014-281;GOLDEN HORN;WHAT A PICTURE;PEINTRE CELEBRE
2;7;DA VINCI;S360;J Moreira;C Fownes;120;1295;3;2;3;2;1.09.96;69,096;2015-392;GOLDEN HORN;WHAT A PICTURE;PEINTRE CELEBRE
7;10;DA VINCI;S360;M Chadwick;C S Shum;118;1279;9;8;10;7;1.09.96;69,096;2015-665;GOLDEN HORN;WHAT A PICTURE;PEINTRE CELEBRE
10;5;DA VINCI;S360;O Doleuze;C Fownes;123;1265;13;12;13;10;1.10.12;70,012;2014-660;GOLDEN HORN;WHAT A PICTURE;PEINTRE CELEBRE
2;3;DA VINCI;S360;Z Purton;C Fownes;123;1248;2;8;8;2;1.10.15;70,015;2014-705;GOLDEN HORN;WHAT A PICTURE;PEINTRE CELEBRE
2;5;DA VINCI;S360;O Doleuze;C Fownes;121;1256;1;3;4;2;1.10.48;70,048;2014-596;GOLDEN HORN;WHAT A PICTURE;PEINTRE CELEBRE
12;11;DA VINCI;S360;M Chadwick;C S Shum;119;1268;4;5;6;12;1.10.81;70,081;2015-682;GOLDEN HORN;WHAT A PICTURE;PEINTRE CELEBRE
5;9;DA VINCI;S360;J Moreira;C Fownes;119;1291;7;3;4;5;1.10.83;70,083;2015-450;GOLDEN HORN;WHAT A PICTURE;PEINTRE CELEBRE
8;12;DANASINGA;H_GFATH_128;Legacy Jockey;Legacy Trainer;128;1124;1;7;3;6;2.04;128;2003-621;NEARCO;DAM OF DANASINGA;HYPERION
1;12;DANCE HIT;H_MOTH_103;W. Buick;Sir Michael Stoute;121;1055;12;1;5;1;1.52;100;2010-488;TIGHTS;DAM OF DANCE HIT;SECRETARIAT
3;8;DANDIFY;H_MOTH_032;J. Doyle;W. Haggas;121;1039;10;5;2;3;1.54;105;2012-384;DANEHILL;DAM OF DANDIFY;MR. PROSPECTOR
1;4;DANDY MAN;H_FATH_049;R. Moore;John Gosden;126;1082;10;4;4;1;1.46;104;2009-292;SADLER'S WELLS;DAM OF DANDY MAN;BOLD RULER
4;2;DANE SHADOW;H_FATH_004;C. Soumillon;John Gosden;126;1126;10;2;1;1;1.56;102;2006-297;NORTHERN DANCER;DAM OF DANE SHADOW;NEARCO
7;4;DANEHILL;H_GFATH_012;Legacy Jockey;Legacy Trainer;128;1110;8;8;7;5;2.14;122;2004-856;NEARCO;DAM OF DANEHILL;HYPERION
4;4;DANZERO;H_FATH_082;C. Soumillon;C. Appleby;126;1097;2;3;4;2;1.51;103;2007-100;NORTHERN DANCER;DAM OF DANZERO;NEARCO
1;2;DARCI BRAHMA;H_FATH_003;R. Moore;A. P. O'Brien;126;1125;6;5;3;1;1.58;109;2008-237;SADLER'S WELLS;DAM OF DARCI BRAHMA;BOLD RULER
3;10;DARK ANGEL;H_FATH_083;C. Soumillon;C. Appleby;126;1142;3;4;4;2;1.45;112;2008-295;SADLER'S WELLS;DAM OF DARK ANGEL;BOLD RULER
5;6;DASH FOR CASH;H_GFATH_123;Legacy Jockey;Legacy Trainer;128;1120;11;1;6;5;2.16;123;2004-730;SADLER'S WELLS;DAM OF DASH FOR CASH;BOLD RULER
4;8;DASH FOR CASH;H_FATH_117;R. Moore;A. P. O'Brien;126;1127;5;3;1;1;1.39;100;2009-293;SADLER'S WELLS;DAM OF DASH FOR CASH;BOLD RULER
3;1;DASHIE DIVA;H_MOTH_156;O. Murphy;M. Johnston;121;1065;10;2;2;1;1.42;116;2007-424;DASH FOR CASH;DAM OF DASHIE DIVA;MR. PROSPECTOR
6;4;DAYJUR;H_GFATH_001;Legacy Jockey;Legacy Trainer;128;1100;1;2;1;5;2.15;124;2005-647;NATIVE DANCER;DAM OF DAYJUR;NASRULLAH
6;5;DE CHORUS;H_MOTH_040;O. Murphy;Sir Michael Stoute;121;1089;7;4;3;2;1.44;96;2011-448;UNBRIDLED'S SONG;DAM OF DE CHORUS;MR. PROSPECTOR
2;5;DENMAN;H_FATH_038;L. Dettori;C. Appleby;126;1135;1;5;2;2;1.48;97;2010-270;NORTHERN DANCER;DAM OF DENMAN;NEARCO
3;12;DENON;H_GFATH_024;Legacy Jockey;Legacy Trainer;128;1122;9;6;6;1;2.11;137;2003-846;NEARCO;DAM OF DENON;HYPERION
8;2;DEPUTY GOVERNOR;H_GFATH_016;Legacy Jockey;Legacy Trainer;128;1112;11;4;1;3;2.11;140;2003-750;NEARCO;DAM OF DEPUTY GOVERNOR;HYPERION
4;6;DESERT GARDENS;H_MOTH_038;W. Buick;W. Haggas;121;1088;6;5;3;3;1.54;110;2011-399;DESERT KING;DAM OF DESERT GARDENS;MR. PROSPECTOR
1;11;DESERT KING;H_GFATH_032;Legacy Jockey;Legacy Trainer;128;1178;11;5;4;5;2.17;131;2003-638;NEARCO;DAM OF DESERT KING;HYPERION
1;6;DESERT STORY;H_GFATH_127;Legacy Jockey;Legacy Trainer;128;1119;12;2;2;4;2.07;130;1998-886;NATIVE DANCER;DAM OF DESERT STORY;NASRULLAH
4;10;DESERT TIGRESS;H_MOTH_183;J. Doyle;Sir Michael Stoute;121;1044;8;2;4;4;1.59;111;2012-492;STORM CAT;DAM OF DESERT TIGRESS;SECRETARIAT
2;8;DESTIN;V417;K Teetan;P O'Sullivan;125;1153;4;6;6;2;1.10.69;70,069;2016-367;DUPORTH;LADY JAGUAR;LAST TYCOON
3;12;DIAMOND KING;S347;S de Sousa;T P Yung;121;1126;10;8;8;3;1.09.36;69,036;2016-126;O'REILLY;THE DAZZLER;CENTAINE
2;10;DIAMOND KING;S347;S Clipperton;T P Yung;119;1129;13;12;12;2;1.09.54;69,054;2016-184;O'REILLY;THE DAZZLER;CENTAINE
3;5;DIAMOND KING;S347;B Prebble;T P Yung;127;1120;10;2;2;3;1.09.68;69,068;2015-131;O'REILLY;THE DAZZLER;CENTAINE
3;7;DIAMOND KING;S347;B Prebble;T P Yung;126;1112;7;6;6;3;1.09.75;69,075;2015-078;O'REILLY;THE DAZZLER;CENTAINE
1;7;DIAMOND KING;S347;Y T Cheng;T P Yung;121;1120;14;4;3;1;1.09.88;69,088;2015-005;O'REILLY;THE DAZZLER;CENTAINE
11;6;DIAMOND KING;S347;Y T Cheng;T P Yung;120;1115;9;9;11;11;1.10.13;70,013;2015-642;O'REILLY;THE DAZZLER;CENTAINE
9;7;DIAMOND KING;S347;K C Leung;T P Yung;122;1136;5;8;8;9;1.10.16;70,016;2016-442;O'REILLY;THE DAZZLER;CENTAINE
2;2;DIAMOND KING;S347;Y T Cheng;T P Yung;118;1134;11;10;7;2;1.10.49;70,049;2015-352;O'REILLY;THE DAZZLER;CENTAINE
8;8;DIAMOND KING;S347;Z Purton;T P Yung;126;1134;2;4;6;8;1.10.76;70,076;2014-266;O'REILLY;THE DAZZLER;CENTAINE
8;7;DIAMOND KING;S347;B Prebble;T P Yung;124;1109;5;11;11;8;1.11.00;71;2014-330;O'REILLY;THE DAZZLER;CENTAINE
12;13;DIAMOND LEGEND;V341;K C Leung;P O'Sullivan;113;1115;9;11;11;12;0.57.85;57,085;2016-487;MORE THAN READY;AQUA D'AMORE;DANEHILL
9;7;DIAMOND LEGEND;V341;C Schofield;P O'Sullivan;121;1136;1;12;11;9;0.58.07;58,007;2016-182;MORE THAN READY;AQUA D'AMORE;DANEHILL
10;12;DIAMOND LEGEND;V341;H W Lai;P O'Sullivan;116;1133;10;4;6;10;0.58.14;58,014;2016-448;MORE THAN READY;AQUA D'AMORE;DANEHILL
9;4;DIAMOND LEGEND;V341;C Y Ho;P O'Sullivan;129;1117;7;6;6;9;1.10.58;70,058;2016-535;MORE THAN READY;AQUA D'AMORE;DANEHILL
11;11;DIAMOND LEGEND;V341;T H So;P O'Sullivan;117;1134;12;12;14;11;1.10.75;70,075;2016-302;MORE THAN READY;AQUA D'AMORE;DANEHILL
1;1;DIAMOND MASQUE;H_MOTH_028;O. Murphy;W. Haggas;121;1080;5;5;1;1;1.48;99;2009-436;ALIGN;DAM OF DIAMOND MASQUE;MR. PROSPECTOR
3;10;DIKSIE DANCER;H_MOTH_091;J. Doyle;Sir Michael Stoute;121;1081;6;2;4;3;1.44;118;2009-552;DIKTAT;DAM OF DIKSIE DANCER;SECRETARIAT
3;6;DIKTAT;H_GFATH_075;Legacy Jockey;Legacy Trainer;128;1171;9;8;3;3;2.18;131;2005-997;NATIVE DANCER;DAM OF DIKTAT;NASRULLAH
2;9;DISTORTED HUMOR;H_FATH_096;R. Moore;C. Appleby;126;1144;5;2;3;2;1.44;118;2007-186;NORTHERN DANCER;DAM OF DISTORTED HUMOR;NEARCO
5;7;DOCTOR DINO;H_FATH_129;R. Moore;C. Appleby;126;1150;1;4;2;2;1.54;110;2010-228;SADLER'S WELLS;DAM OF DOCTOR DINO;BOLD RULER
12;4;DOCTORS DELIGHT;A044;O Doleuze;C Fownes;127;1013;6;11;13;12;0.58.39;58,039;2016-214;CASINO PRINCE;MIRAFLORES;JOHAR
4;3;DOCTORS DELIGHT;A044;C Y Ho;C Fownes;124;1039;7;10;8;4;1.10.06;70,006;2016-466;CASINO PRINCE;MIRAFLORES;JOHAR
5;8;DOLLAR REWARD;A305;J Moreira;C S Shum;122;1028;7;2;3;5;1.09.79;69,079;2016-749;SHAMARDAL;CAPE DOLLAR;CAPE CROSS
3;7;DOLLAR REWARD;A305;Z Purton;C S Shum;120;1037;6;9;7;3;1.09.83;69,083;2016-794;SHAMARDAL;CAPE DOLLAR;CAPE CROSS
8;5;DOLLAR REWARD;A305;H T Mo;C S Shum;115;1033;5;5;5;8;1.09.86;69,086;2016-667;SHAMARDAL;CAPE DOLLAR;CAPE CROSS
8;5;DOLLAR REWARD;A305;H T Mo;C S Shum;116;1028;3;5;6;8;1.11.06;71,006;2016-694;SHAMARDAL;CAPE DOLLAR;CAPE CROSS
2;5;DOMESDAY;H_FATH_073;L. Dettori;A. P. O'Brien;126;1087;3;3;3;2;1.38;109;2011-276;SADLER'S WELLS;DAM OF DOMESDAY;BOLD RULER
7;4;DOMINEER;P366;C Y Ho;C Fownes;127;1208;6;5;8;7;0.57.03;57,003;2015-298;KANTHAROS;SWEET DREAMS DIVA;ROCKPORT HARBOR
13;7;DOMINEER;P366;A Suborics;C Fownes;125;1177;11;5;4;13;0.57.34;57,034;2014-522;KANTHAROS;SWEET DREAMS DIVA;ROCKPORT HARBOR
7;4;DOMINEER;P366;O Doleuze;C Fownes;123;1212;5;6;6;7;0.57.38;57,038;2016-072;KANTHAROS;SWEET DREAMS DIVA;ROCKPORT HARBOR
1;1;DOMINEER;P366;H N Wong;C Fownes;123;1183;8;1;1;1;1.07.45;67,045;2014-625;KANTHAROS;SWEET DREAMS DIVA;ROCKPORT HARBOR
2;8;DOMINEER;P366;C Y Ho;C Fownes;117;1184;2;3;3;2;1.07.97;67,097;2014-138;KANTHAROS;SWEET DREAMS DIVA;ROCKPORT HARBOR
1;4;DOMINEER;P366;C Y Ho;C Fownes;119;1179;5;1;1;1;1.08.31;68,031;2014-074;KANTHAROS;SWEET DREAMS DIVA;ROCKPORT HARBOR
3;4;DOMINEER;P366;O Doleuze;C Fownes;123;1171;1;4;4;3;1.08.68;68,068;2015-660;KANTHAROS;SWEET DREAMS DIVA;ROCKPORT HARBOR
5;1;DOMINEER;P366;H N Wong;C Fownes;126;1227;12;3;3;5;1.08.78;68,078;2015-336;KANTHAROS;SWEET DREAMS DIVA;ROCKPORT HARBOR
5;2;DOMINEER;P366;C Y Ho;C Fownes;129;1184;12;3;3;5;1.09.10;69,01;2014-661;KANTHAROS;SWEET DREAMS DIVA;ROCKPORT HARBOR
1;6;DOMINEER;P366;Z Purton;C Fownes;122;1182;1;3;3;1;1.09.10;69,01;2014-249;KANTHAROS;SWEET DREAMS DIVA;ROCKPORT HARBOR
1;2;DOMINEER;P366;Z Purton;C Fownes;127;1185;3;1;1;1;1.09.36;69,036;2014-193;KANTHAROS;SWEET DREAMS DIVA;ROCKPORT HARBOR
9;3;DOMINEER;P366;N Callan;C Fownes;127;1179;9;1;1;9;1.09.55;69,055;2015-003;KANTHAROS;SWEET DREAMS DIVA;ROCKPORT HARBOR
9;1;DOMINEER;P366;B Prebble;C Fownes;133;1200;5;1;2;9;1.09.57;69,057;2014-361;KANTHAROS;SWEET DREAMS DIVA;ROCKPORT HARBOR
12;7;DOMINEER;P366;O Doleuze;C Fownes;123;1187;7;2;1;12;1.09.69;69,069;2016-127;KANTHAROS;SWEET DREAMS DIVA;ROCKPORT HARBOR
1;1;DOMINEER;P366;Z Purton;C Fownes;133;1210;3;3;3;1;1.09.87;69,087;2015-431;KANTHAROS;SWEET DREAMS DIVA;ROCKPORT HARBOR
11;10;DOMINEER;P366;R Fourie;C Fownes;126;1214;7;1;1;11;1.09.87;69,087;2015-363;KANTHAROS;SWEET DREAMS DIVA;ROCKPORT HARBOR
